StockCode,description,gross_revenue,units,orders,customers,returns_value,returns_units,reversal_value,net_revenue,return_rate_pct,return_rate_adj_pct,avg_unit_price,cum_share_pct,rank
23292,SPACEBOY CHILDRENS CUP,2703.33,2181,222,113,26.25,21.0,1.25,2677.08,0.97,0.93,1.24,80.38,845
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2704.35,405,178,59,29.7,6.0,0.0,2674.65,1.1,1.1,6.68,80.41,846
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,3186.5,726,162,83,516.7,134.0,457.2,2669.8,16.22,2.18,4.39,80.44,847
21811,HANGING HEART WITH BELL,2682.4,4850,245,119,18.72,48.0,18.72,2663.68,0.7,0.0,0.55,80.46,848
22433,WATERING CAN GREEN DINOSAUR,2667.5,1394,227,121,5.85,3.0,0.0,2661.65,0.22,0.22,1.91,80.49,849
22691,DOORMAT WELCOME SUNRISE,2678.77,371,120,65,24.15,3.0,0.0,2654.62,0.9,0.9,7.22,80.52,850
23407,SET OF 2 TRAYS HOME SWEET HOME,2709.43,265,133,103,59.7,6.0,0.0,2649.73,2.2,2.2,10.22,80.55,851
22930,BAKING MOULD HEART MILK CHOCOLATE,2846.8,1108,189,120,201.6,96.0,201.6,2645.2,7.08,0.0,2.57,80.57,852
22045,SPACEBOY GIFT WRAP,2673.34,6527,208,148,31.5,75.0,10.5,2641.84,1.18,0.79,0.41,80.6,853
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2661.89,1603,238,103,28.05,17.0,0.0,2633.84,1.05,1.05,1.66,80.63,854
35961,FOLKART ZINC HEART CHRISTMAS DEC,2629.81,2986,244,116,0.85,1.0,0.0,2628.96,0.03,0.03,0.88,80.65,855
22737,RIBBON REEL CHRISTMAS PRESENT,2694.15,1388,259,148,66.0,40.0,0.0,2628.15,2.45,2.45,1.94,80.68,856
22927,GREEN GIANT GARDEN THERMOMETER,2704.71,430,148,94,83.3,14.0,47.6,2621.41,3.08,1.34,6.29,80.71,857
22582,PACK OF 6 SWEETIE GIFT BOXES,2649.35,1061,102,73,30.6,12.0,0.0,2618.75,1.16,1.16,2.5,80.73,858
22797,CHEST OF DRAWERS GINGHAM HEART,2851.36,163,91,63,237.3,14.0,0.0,2614.06,8.32,8.32,17.49,80.76,859
22792,FLUTED ANTIQUE CANDLE HOLDER,2622.93,2785,206,100,10.2,12.0,0.0,2612.73,0.39,0.39,0.94,80.79,860
22830,UTILTY CABINET WITH HOOKS,2610.29,131,6,5,0.0,0.0,0.0,2610.29,0.0,0.0,19.93,80.81,861
21012,ANTIQUE ALL GLASS CANDLESTICK,2614.05,1169,199,66,6.3,3.0,0.0,2607.75,0.24,0.24,2.24,80.84,862
22241,GARLAND WOODEN HAPPY EASTER,2609.43,1952,239,125,4.81,4.0,0.0,2604.62,0.18,0.18,1.34,80.87,863
22833,HALL CABINET WITH 3 DRAWERS,2603.53,76,5,4,0.0,0.0,0.0,2603.53,0.0,0.0,34.26,80.89,864
23054,RECYCLED ACAPULCO MAT LAVENDER,2604.93,295,130,81,8.25,1.0,0.0,2596.68,0.32,0.32,8.83,80.92,865
22564,ALPHABET STENCIL CRAFT,3057.27,2697,186,120,464.17,437.0,0.0,2593.1,15.18,15.18,1.13,80.95,866
21500,PINK POLKADOT WRAP,2593.0,6350,213,162,0.0,0.0,0.0,2593.0,0.0,0.0,0.41,80.97,867
22175,PINK OWL SOFT TOY,2594.23,877,171,84,5.9,2.0,0.0,2588.33,0.23,0.23,2.96,81.0,868
22902,TOTE BAG I LOVE LONDON,2633.28,1288,136,71,50.4,24.0,0.0,2582.88,1.91,1.91,2.04,81.03,869
22610,PENS ASSORTED FUNNY FACE,2571.4,9572,216,123,0.0,0.0,0.0,2571.4,0.0,0.0,0.27,81.05,870
22700,BLACK AND WHITE DOG BOWL,2602.18,1196,52,41,31.3,22.0,8.85,2570.88,1.2,0.87,2.18,81.08,871
22822,CREAM WALL PLANTER HEART SHAPED,2582.75,433,158,121,11.9,2.0,0.0,2570.85,0.46,0.46,5.96,81.11,872
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2561.02,1279,165,78,0.0,0.0,0.0,2561.02,0.0,0.0,2.0,81.13,873
22130,PARTY CONE CHRISTMAS DECORATION,2664.63,2277,110,78,104.53,145.0,0.0,2560.1,3.92,3.92,1.17,81.16,874
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2576.03,1890,195,77,16.25,13.0,1.25,2559.78,0.63,0.58,1.36,81.18,875
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2564.99,5030,527,189,6.72,16.0,6.72,2558.27,0.26,0.0,0.51,81.21,876
22361,GLASS JAR DAISY FRESH COTTON WOOL,2592.33,727,268,92,35.0,12.0,0.0,2557.33,1.35,1.35,3.57,81.24,877
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,2786.03,171,112,74,244.9,18.0,0.0,2541.13,8.79,8.79,16.29,81.26,878
21078,SET/20 STRAWBERRY PAPER NAPKINS,2531.04,2769,313,148,0.0,0.0,0.0,2531.04,0.0,0.0,0.91,81.29,879
22937,BAKING MOULD CHOCOLATE CUPCAKES,2563.24,972,160,122,33.15,13.0,0.0,2530.09,1.29,1.29,2.64,81.31,880
22358,KINGS CHOICE TEA CADDY,2551.22,698,255,87,23.6,8.0,0.0,2527.62,0.93,0.93,3.66,81.34,881
23681,LUNCH BAG RED VINTAGE DOILY,2525.04,1576,132,105,0.0,0.0,0.0,2525.04,0.0,0.0,1.6,81.37,882
20829,GLITTER HANGING BUTTERFLY STRING,2722.95,1314,194,90,205.26,120.0,0.0,2517.69,7.54,7.54,2.07,81.39,883
21556,CERAMIC STRAWBERRY MONEY BOX,2515.52,977,114,38,2.55,1.0,0.0,2512.97,0.1,0.1,2.57,81.42,884
22670,FRENCH WC SIGN BLUE METAL,2516.75,1882,301,141,6.25,5.0,0.0,2510.5,0.25,0.25,1.34,81.44,885
23424,GINGHAM RECIPE BOOK BOX,2509.62,462,135,87,4.95,1.0,0.0,2504.67,0.2,0.2,5.43,81.47,886
85178,VICTORIAN SEWING KIT,2822.58,2518,140,77,322.85,289.0,0.0,2499.73,11.44,11.44,1.12,81.49,887
21107,CREAM SLICE FLANNEL PINK SPOT,2492.71,901,97,48,0.0,0.0,0.0,2492.71,0.0,0.0,2.77,81.52,888
23316,RED REFECTORY CLOCK,2501.64,250,110,75,9.95,1.0,0.0,2491.69,0.4,0.4,10.01,81.55,889
22064,PINK DOUGHNUT TRINKET POT,2546.3,1728,241,85,56.15,35.0,0.0,2490.15,2.21,2.21,1.47,81.57,890
22672,FRENCH BATHROOM SIGN BLUE METAL,2511.22,1476,219,125,26.4,16.0,0.0,2484.82,1.05,1.05,1.7,81.6,891
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2645.26,798,227,151,164.1,50.0,0.0,2481.16,6.2,6.2,3.31,81.62,892
23367,SET 12 COLOUR PENCILS SPACEBOY,2491.2,3278,282,184,10.4,16.0,0.0,2480.8,0.42,0.42,0.76,81.65,893
22075,6 RIBBONS ELEGANT CHRISTMAS,2489.03,1773,200,96,19.8,12.0,0.0,2469.23,0.8,0.8,1.4,81.67,894
21452,TOADSTOOL MONEY BOX,2549.11,817,184,109,80.2,28.0,0.0,2468.91,3.15,3.15,3.12,81.7,895
21903,MAN FLU METAL SIGN,2490.13,1160,180,113,27.3,13.0,0.0,2462.83,1.1,1.1,2.15,81.72,896
22215,CAKE STAND WHITE TWO TIER LACE,2471.39,343,101,71,17.0,2.0,0.0,2454.39,0.69,0.69,7.21,81.75,897
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2514.43,517,131,79,68.6,14.0,0.0,2445.83,2.73,2.73,4.86,81.77,898
23352,ROLL WRAP 50'S RED CHRISTMAS,2459.2,1800,212,151,15.0,12.0,0.0,2444.2,0.61,0.61,1.37,81.8,899
22573,STAR WOODEN CHRISTMAS DECORATION,2423.0,2684,221,127,0.0,0.0,0.0,2423.0,0.0,0.0,0.9,81.82,900
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2429.5,1462,159,97,6.6,4.0,0.0,2422.9,0.27,0.27,1.66,81.85,901
22807,SET OF 6 T-LIGHTS TOADSTOOLS,2417.73,818,195,74,0.0,0.0,0.0,2417.73,0.0,0.0,2.96,81.87,902
22811,SET OF 6 T-LIGHTS CACTI,2419.29,881,108,37,2.95,1.0,0.0,2416.34,0.12,0.12,2.75,81.9,903
22374,AIRLINE BAG VINTAGE JET SET RED,2427.52,546,223,108,17.0,4.0,8.5,2410.52,0.7,0.35,4.45,81.92,904
21328,BALLOONS  WRITING SET,2410.43,1337,346,135,0.0,0.0,0.0,2410.43,0.0,0.0,1.8,81.95,905
22437,SET OF 9 BLACK SKULL BALLOONS,2417.24,2828,226,140,8.5,10.0,0.0,2408.74,0.35,0.35,0.85,81.97,906
23406,HOME SWEET HOME KEY HOLDER,2422.66,456,111,65,18.75,3.0,0.0,2403.91,0.77,0.77,5.31,82.0,907
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2409.34,461,107,76,12.5,2.0,0.0,2396.84,0.52,0.52,5.23,82.02,908
21875,KINGS CHOICE MUG,2429.38,2055,148,83,35.0,28.0,30.0,2394.38,1.44,0.21,1.18,82.04,909
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.59,256,124,16,0.0,0.0,0.0,2393.59,0.0,0.0,9.35,82.07,910
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2408.54,930,206,115,17.7,6.0,0.0,2390.84,0.73,0.73,2.59,82.09,911
23265,SET OF 3 WOODEN TREE DECORATIONS,2404.79,1769,293,180,18.75,15.0,17.5,2386.04,0.78,0.05,1.36,82.12,912
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2389.52,558,210,48,8.5,2.0,0.0,2381.02,0.36,0.36,4.28,82.14,913
21781,MA CAMPAGNE CUTLERY BOX,2661.8,168,101,51,283.15,21.0,14.95,2378.65,10.64,10.13,15.84,82.17,914
20978,36 PENCILS TUBE SKULLS,2395.05,1795,263,133,20.0,16.0,0.0,2375.05,0.84,0.84,1.33,82.19,915
23498,CLASSIC BICYCLE CLIPS,2372.68,1640,99,77,0.0,0.0,0.0,2372.68,0.0,0.0,1.45,82.22,916
23437,50'S CHRISTMAS GIFT BAG LARGE,2373.63,1939,131,108,2.5,2.0,0.0,2371.13,0.11,0.11,1.22,82.24,917
22440,BALLOON WATER BOMB PACK OF 35,2375.04,6010,154,100,4.2,10.0,0.0,2370.84,0.18,0.18,0.4,82.26,918
20983,12 PENCILS TALL TUBE RED RETROSPOT,2374.81,2737,268,185,5.95,7.0,0.0,2368.86,0.25,0.25,0.87,82.29,919
22282,12 EGG HOUSE PAINTED WOOD,2378.52,149,99,39,12.75,1.0,0.0,2365.77,0.54,0.54,15.96,82.31,920
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2377.13,1369,137,88,11.55,7.0,0.0,2365.58,0.49,0.49,1.74,82.34,921
22990,COTTON APRON PANTRY DESIGN,2917.43,633,164,117,553.7,126.0,0.0,2363.73,18.98,18.98,4.61,82.36,922
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2368.64,2741,350,198,11.05,13.0,0.0,2357.59,0.47,0.47,0.86,82.38,923
22548,HEADS AND TAILS SPORTING FUN,2348.94,1975,209,149,0.0,0.0,0.0,2348.94,0.0,0.0,1.19,82.41,924
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,2367.39,1979,114,91,18.75,15.0,0.0,2348.64,0.79,0.79,1.2,82.43,925
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800,165,102,10.5,25.0,0.0,2345.5,0.45,0.45,0.41,82.46,926
22167,OVAL WALL MIRROR DIAMANTE,2391.12,236,156,41,49.75,5.0,0.0,2341.37,2.08,2.08,10.13,82.48,927
23412,HEART MIRROR ANTIQUE WHITE,2354.8,358,76,64,15.0,2.0,0.0,2339.8,0.64,0.64,6.58,82.5,928
23401,RUSTIC MIRROR WITH LACE HEART,2354.87,459,83,59,18.75,3.0,0.0,2336.12,0.8,0.8,5.13,82.53,929
37500,TEA TIME TEAPOT IN GIFT BOX,2360.68,380,113,53,24.85,3.0,0.0,2335.83,1.05,1.05,6.21,82.55,930
16156S,WRAP PINK FAIRY CAKES,2331.0,5800,167,135,0.0,0.0,0.0,2331.0,0.0,0.0,0.4,82.58,931
22939,APRON APPLE DELIGHT,2392.67,469,125,77,69.3,14.0,0.0,2323.37,2.9,2.9,5.1,82.6,932
22425,ENAMEL COLANDER CREAM,2346.12,460,166,110,29.7,6.0,0.0,2316.42,1.27,1.27,5.1,82.62,933
23371,SET 36 COLOUR PENCILS SPACEBOY,2304.78,1705,185,98,0.0,0.0,0.0,2304.78,0.0,0.0,1.35,82.65,934
21700,BIG DOUGHNUT FRIDGE MAGNETS,2334.94,1726,198,58,30.6,36.0,0.0,2304.34,1.31,1.31,1.35,82.67,935
22483,RED GINGHAM TEDDY BEAR,2302.94,770,169,91,2.95,1.0,0.0,2299.99,0.13,0.13,2.99,82.69,936
84950,ASSORTED COLOUR T-LIGHT HOLDER,2297.03,3619,120,66,6.1,10.0,0.0,2290.93,0.27,0.27,0.63,82.72,937
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2421.59,936,255,106,133.5,66.0,0.0,2288.09,5.51,5.51,2.59,82.74,938
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2292.91,1047,219,130,6.3,3.0,0.0,2286.61,0.27,0.27,2.19,82.76,939
23360,SET 8 CANDLES VINTAGE DOILY,2286.4,1182,114,94,0.0,0.0,0.0,2286.4,0.0,0.0,1.93,82.79,940
23330,DECORATIVE WICKER HEART MEDIUM,2286.97,1794,216,158,7.5,6.0,0.0,2279.47,0.33,0.33,1.27,82.81,941
22736,RIBBON REEL MAKING SNOWMEN,2297.1,1222,223,130,21.45,13.0,0.0,2275.65,0.93,0.93,1.88,82.83,942
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2303.5,1478,249,116,36.25,25.0,0.0,2267.25,1.57,1.57,1.56,82.86,943
21896,POTTING SHED TWINE,2272.79,980,110,79,9.75,5.0,0.0,2263.04,0.43,0.43,2.32,82.88,944
85049G,CHOCOLATE BOX RIBBONS,2275.61,1721,309,161,17.5,14.0,0.0,2258.11,0.77,0.77,1.32,82.9,945
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2303.92,1352,156,97,46.2,28.0,0.0,2257.72,2.01,2.01,1.7,82.93,946
22933,BAKING MOULD EASTER EGG MILK CHOC,2585.92,940,122,82,337.8,156.0,302.4,2248.12,13.06,1.55,2.75,82.95,947
21813,GARLAND WITH STARS AND BELLS,2280.47,549,112,38,34.65,7.0,0.0,2245.82,1.52,1.52,4.15,82.97,948
22030,SWALLOWS GREETING CARD,2237.89,5527,274,179,0.0,0.0,0.0,2237.89,0.0,0.0,0.4,83.0,949
85175,CACTI T-LIGHT CANDLES,2278.9,5321,143,84,41.16,98.0,0.0,2237.74,1.81,1.81,0.43,83.02,950
23326,HANGING MINI COLOURED BOTTLES,2237.08,3442,76,52,0.0,0.0,0.0,2237.08,0.0,0.0,0.65,83.04,951
22914,BLUE COAT RACK PARIS FASHION,2261.21,467,154,106,24.75,5.0,0.0,2236.46,1.09,1.09,4.84,83.07,952
22185,SLATE TILE NATURAL HANGING,2235.94,1472,162,111,0.0,0.0,0.0,2235.94,0.0,0.0,1.52,83.09,953
20977,36 PENCILS TUBE WOODLAND,2328.64,1739,185,111,93.75,75.0,20.0,2234.89,4.03,3.19,1.34,83.11,954
21989,PACK OF 20 SKULL PAPER NAPKINS,2233.1,2409,335,130,0.0,0.0,0.0,2233.1,0.0,0.0,0.93,83.13,955
23093,SMALL PARISIENNE HEART PHOTO FRAME,2239.24,939,142,105,7.47,3.0,0.0,2231.77,0.33,0.33,2.38,83.16,956
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2368.37,577,99,81,136.95,33.0,0.0,2231.42,5.78,5.78,4.1,83.18,957
23128,FELTCRAFT BOY JEAN-PAUL KIT,2258.66,448,139,112,34.65,7.0,0.0,2224.01,1.53,1.53,5.04,83.2,958
23501,KEY RING BASEBALL BOOT UNION JACK,2217.87,1821,112,77,0.0,0.0,0.0,2217.87,0.0,0.0,1.22,83.22,959
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2219.83,2479,200,121,3.4,4.0,0.0,2216.43,0.15,0.15,0.9,83.25,960
21982,PACK OF 12 SUKI TISSUES,2215.61,7173,359,182,0.39,1.0,0.0,2215.22,0.02,0.02,0.31,83.27,961
22478,BIRDHOUSE GARDEN MARKER,2210.62,1537,140,59,0.0,0.0,0.0,2210.62,0.0,0.0,1.44,83.29,962
23438,RED SPOT GIFT BAG LARGE,2209.92,1809,109,88,0.0,0.0,0.0,2209.92,0.0,0.0,1.22,83.32,963
22829,SWEETHEART WIRE WALL TIDY,2295.43,227,109,80,87.9,10.0,0.0,2207.53,3.83,3.83,10.11,83.34,964
21471,STRAWBERRY RAFFIA FOOD COVER,2220.59,639,163,77,15.0,4.0,0.0,2205.59,0.68,0.68,3.48,83.36,965
10135,COLOURING PENCILS BROWN TUBE,2204.89,2229,175,92,1.25,1.0,0.0,2203.64,0.06,0.06,0.99,83.38,966
23064,CINDERELLA CHANDELIER,3717.56,221,23,20,1514.05,71.0,400.0,2203.51,40.73,33.58,16.82,83.41,967
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2213.42,522,106,79,11.85,3.0,0.0,2201.57,0.54,0.54,4.24,83.43,968
21735,TWO DOOR CURIO CABINET,2577.45,212,83,60,382.95,33.0,0.0,2194.5,14.86,14.86,12.16,83.45,969
21900,"KEY FOB , SHED",2197.17,3228,372,166,3.25,5.0,0.0,2193.92,0.15,0.15,0.68,83.47,970
23403,LETTER HOLDER HOME SWEET HOME,2204.11,625,134,80,11.25,3.0,0.0,2192.86,0.51,0.51,3.53,83.5,971
46000S,POLYESTER FILLER PAD 40X40CM,2256.2,1556,185,128,63.8,44.0,0.0,2192.4,2.83,2.83,1.45,83.52,972
22983,CARD BILLBOARD FONT,2256.56,5290,443,223,68.76,181.0,0.0,2187.8,3.05,3.05,0.43,83.54,973
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2171.26,1061,142,70,0.0,0.0,0.0,2171.26,0.0,0.0,2.05,83.56,974
21042,RED RETROSPOT APRON,2199.52,334,131,71,34.4,6.0,0.0,2165.12,1.56,1.56,6.59,83.58,975
22732,3D VINTAGE CHRISTMAS STICKERS,2162.75,1645,188,102,0.0,0.0,0.0,2162.75,0.0,0.0,1.31,83.61,976
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2172.2,2523,224,120,11.05,13.0,0.0,2161.15,0.51,0.51,0.86,83.63,977
21249,WOODLAND  HEIGHT CHART STICKERS,2160.0,724,119,68,0.0,0.0,0.0,2160.0,0.0,0.0,2.98,83.65,978
22121,NOEL WOODEN BLOCK LETTERS,2159.7,352,133,94,5.95,1.0,0.0,2153.75,0.28,0.28,6.14,83.67,979
22377,BOTTLE BAG RETROSPOT,2171.53,1330,207,83,18.45,9.0,0.0,2153.08,0.85,0.85,1.63,83.7,980
11001,ASSTD DESIGN RACING CAR PEN,2389.44,1615,113,44,237.05,185.0,0.0,2152.39,9.92,9.92,1.48,83.72,981
23370,SET 36 COLOURING PENCILS DOILY,2151.6,1550,151,86,1.25,1.0,0.0,2150.35,0.06,0.06,1.39,83.74,982
21592,RETROSPOT CIGAR BOX MATCHES,2149.07,2149,216,156,0.0,0.0,0.0,2149.07,0.0,0.0,1.0,83.76,983
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2145.2,888,196,51,0.0,0.0,0.0,2145.2,0.0,0.0,2.42,83.78,984
82581,TOILET METAL SIGN,2155.89,3883,405,172,11.16,21.0,0.0,2144.73,0.52,0.52,0.56,83.81,985
23445,ICE CREAM BUBBLES,2161.24,2668,101,81,16.6,20.0,16.6,2144.64,0.77,0.0,0.81,83.83,986
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2206.63,1451,187,78,67.05,45.0,0.0,2139.58,3.04,3.04,1.52,83.85,987
23252,VINTAGE RED ENAMEL TRIM JUG,2261.61,603,138,104,123.75,33.0,0.0,2137.86,5.47,5.47,3.75,83.87,988
22704,WRAP RED APPLES,2158.26,5253,174,129,21.0,50.0,0.0,2137.26,0.97,0.97,0.41,83.89,989
40016,CHINESE DRAGON PAPER LANTERNS,2136.34,5556,97,54,0.0,0.0,0.0,2136.34,0.0,0.0,0.38,83.91,990
23161,REGENCY CAKE FORK,2145.3,1715,98,58,15.0,12.0,0.0,2130.3,0.7,0.7,1.25,83.94,991
23066,SMALL DECO JEWELLERY STAND,2137.81,259,85,69,8.25,1.0,0.0,2129.56,0.39,0.39,8.25,83.96,992
23302,KNEELING MAT HOUSEWORK  DESIGN,2181.42,1536,230,140,54.24,36.0,0.0,2127.18,2.49,2.49,1.42,83.98,993
22763,KEY CABINET MA CAMPAGNE,2176.32,206,108,76,49.75,5.0,0.0,2126.57,2.29,2.29,10.56,84.0,994
23005,TRAVEL CARD WALLET I LOVE LONDON,2126.55,4733,241,105,0.42,1.0,0.0,2126.13,0.02,0.02,0.45,84.02,995
84356,POMPOM CURTAIN,2124.15,424,82,32,0.0,0.0,0.0,2124.15,0.0,0.0,5.01,84.05,996
23213,STAR WREATH DECORATION WITH BELL,2138.42,1682,152,95,15.0,12.0,0.0,2123.42,0.7,0.7,1.27,84.07,997
23031,DRAWER KNOB CRACKLE GLAZE PINK,2152.3,1278,155,93,33.0,20.0,0.0,2119.3,1.53,1.53,1.68,84.09,998
23020,GLASS  SONGBIRD STORAGE JAR,2191.84,180,76,67,73.65,6.0,0.0,2118.19,3.36,3.36,12.18,84.11,999
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2696.48,1396,106,63,579.81,505.0,180.0,2116.67,21.5,15.89,1.93,84.13,1000
22498,WOODEN REGATTA BUNTING,2116.04,333,150,68,0.0,0.0,0.0,2116.04,0.0,0.0,6.35,84.15,1001
21718,RED METAL BEACH SPADE,2113.39,1493,229,106,1.25,1.0,0.0,2112.14,0.06,0.06,1.42,84.18,1002
23046,PAPER LANTERN 9 POINT DELUXE STAR,2111.49,349,36,31,0.0,0.0,0.0,2111.49,0.0,0.0,6.05,84.2,1003
22571,ROCKING HORSE RED CHRISTMAS,2185.48,2434,254,152,80.17,109.0,69.12,2105.31,3.67,0.52,0.9,84.22,1004
23079,TOADSTOOL BEDSIDE LIGHT,2225.45,251,106,83,125.3,14.0,8.95,2100.15,5.63,5.25,8.87,84.24,1005
22973,CHILDREN'S CIRCUS PARADE MUG,2136.01,1255,144,81,36.3,22.0,31.35,2099.71,1.7,0.24,1.7,84.26,1006
22357,KINGS CHOICE BISCUIT TIN,2175.04,468,180,69,76.5,18.0,17.0,2098.54,3.52,2.76,4.65,84.28,1007
22733,3D TRADITIONAL CHRISTMAS STICKERS,2095.08,1583,197,119,0.0,0.0,0.0,2095.08,0.0,0.0,1.32,84.3,1008
23233,WRAP POPPIES  DESIGN,2105.5,5175,158,130,10.5,25.0,0.0,2095.0,0.5,0.5,0.41,84.33,1009
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2086.69,763,76,59,0.0,0.0,0.0,2086.69,0.0,0.0,2.73,84.35,1010
22996,TRAVEL CARD WALLET VINTAGE TICKET,2094.93,4801,408,155,10.92,26.0,0.0,2084.01,0.52,0.52,0.44,84.37,1011
21980,PACK OF 12 RED RETROSPOT TISSUES,2121.18,6685,297,192,38.28,132.0,0.0,2082.9,1.8,1.8,0.32,84.39,1012
21506,"FANCY FONT BIRTHDAY CARD,",2085.89,4922,323,171,5.04,12.0,0.0,2080.85,0.24,0.24,0.42,84.41,1013
22107,PIZZA PLATE IN BOX,2153.06,592,179,44,76.25,21.0,0.0,2076.81,3.54,3.54,3.64,84.43,1014
22831,WHITE BROCANTE SOAP DISH,2070.9,706,121,91,0.0,0.0,0.0,2070.9,0.0,0.0,2.93,84.45,1015
22747,POPPY'S PLAYHOUSE BATHROOM,2080.85,954,227,123,12.6,6.0,0.0,2068.25,0.61,0.61,2.18,84.47,1016
23227,FILIGREE HEART BUTTERFLY WHITE,2070.06,1642,117,61,7.5,6.0,0.0,2062.56,0.36,0.36,1.26,84.5,1017
22574,HEART WOODEN CHRISTMAS DECORATION,2199.59,2333,222,131,138.24,192.0,0.0,2061.35,6.28,6.28,0.94,84.52,1018
22744,MAKE YOUR OWN MONSOON CARD KIT,2084.85,867,172,123,23.6,8.0,0.0,2061.25,1.13,1.13,2.4,84.54,1019
22128,PARTY CONES CANDY ASSORTED,2127.53,1762,76,62,70.0,56.0,0.0,2057.53,3.29,3.29,1.21,84.56,1020
23152,IVORY SWEETHEART WIRE LETTER RACK,2080.65,554,159,108,26.25,7.0,0.0,2054.4,1.26,1.26,3.76,84.58,1021
22955,36 FOIL STAR CAKE CASES,2053.35,1040,134,91,0.0,0.0,0.0,2053.35,0.0,0.0,1.97,84.6,1022
23291,DOLLY GIRL CHILDRENS CUP,2059.03,1634,195,104,12.5,10.0,1.25,2046.53,0.61,0.55,1.26,84.62,1023
22059,CERAMIC STRAWBERRY DESIGN MUG,2081.54,1780,173,85,35.76,24.0,0.0,2045.78,1.72,1.72,1.17,84.64,1024
22055,MINI CAKE STAND  HANGING STRAWBERY,2083.19,1375,220,102,37.75,23.0,0.0,2045.44,1.81,1.81,1.52,84.66,1025
20751,FUNKY WASHING UP GLOVES ASSORTED,2041.52,971,198,127,2.1,1.0,0.0,2039.42,0.1,0.1,2.1,84.68,1026
47504K,ENGLISH ROSE GARDEN SECATEURS,2048.66,2018,212,141,9.48,12.0,0.0,2039.18,0.46,0.46,1.02,84.71,1027
23500,KEY RING BASEBALL BOOT ASSORTED,2038.33,1626,98,76,0.0,0.0,0.0,2038.33,0.0,0.0,1.25,84.73,1028
22803,IVORY EMBROIDERED QUILT,2038.09,54,31,18,0.0,0.0,0.0,2038.09,0.0,0.0,37.74,84.75,1029
23251,VINTAGE RED ENAMEL TRIM MUG,2105.75,1712,120,80,72.5,58.0,0.0,2033.25,3.44,3.44,1.23,84.77,1030
22863,SOAP DISH BROCANTE,2070.73,719,110,77,38.35,13.0,0.0,2032.38,1.85,1.85,2.88,84.79,1031
22156,HEART DECORATION WITH PEARLS,2113.13,2196,256,106,88.21,105.0,0.85,2024.92,4.17,4.14,0.96,84.81,1032
22414,DOORMAT NEIGHBOURHOOD WITCH,2038.39,279,95,37,16.2,2.0,7.95,2022.19,0.79,0.41,7.31,84.83,1033
23490,T-LIGHT HOLDER HANGING LOVE BIRD,2032.77,542,101,83,11.25,3.0,0.0,2021.52,0.55,0.55,3.75,84.85,1034
37450,CERAMIC CAKE BOWL + HANGING CAKES,2117.54,714,134,47,96.2,36.0,0.0,2021.34,4.54,4.54,2.97,84.87,1035
22115,METAL SIGN EMPIRE TEA,2020.91,1549,228,152,0.0,0.0,0.0,2020.91,0.0,0.0,1.3,84.89,1036
22070,SMALL RED RETROSPOT MUG IN BOX,2354.4,948,116,62,336.54,296.0,239.04,2017.86,14.29,4.61,2.48,84.91,1037
23529,WALL ART DOLLY GIRL,2011.99,637,37,26,0.0,0.0,0.0,2011.99,0.0,0.0,3.16,84.93,1038
20674,GREEN POLKADOT BOWL,2016.23,1563,205,101,7.5,6.0,0.0,2008.73,0.37,0.37,1.29,84.95,1039
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2018.14,1447,89,68,17.4,12.0,0.0,2000.74,0.86,0.86,1.39,84.97,1040
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2005.0,1180,119,85,4.95,3.0,0.0,2000.05,0.25,0.25,1.7,85.0,1041
